text,word_count,text_length,label
"KATHMANDU (Reuters) - Millions of Nepalis vote on Sunday to choose a new parliament and seven state assemblies more than a decade after the end of a civil war. The two-phase election is the first in Nepal since it turned into a federal republic and abolished monarchy in 2008. Here is a chronology of events in the Himalayan country since then: 2008, May 28   Special Constituent Assembly elected in April votes to abolish the 239-year-old monarchy and turns Nepal into a republic. 2008, July 23   The assembly elects Ram Baran Yadav as Nepal s first president. 2008, Aug. 15   Former rebel commander Pushpa Kamal Dahal, also known as Prachanda, is elected as prime minister. He had led a decade-long Maoist civil war that ended two years earlier. 2009, May 4   Prachanda steps down following a row with the president over the sacking of the army chief, leading to political instability in the country. 2010, May 28   The Constituent Assembly extends its term after failing to deliver a new charter within the stipulated period of two years.  2012, May 28   The assembly is dissolved without adopting any constitution amid wrangling among political parties. 2013, Nov 19   A second Constituent Assembly is elected to continue the unfinished task of drafting the charter. 2015, Apr. 25   Worst earthquake on record jolts Nepal, killing 9,000 people and bringing political parties together to adopt the charter and focus on reconstruction. 2015, Sept. 20   The Constituent Assembly approves the new charter, turning Nepal into a secular federal democratic republic. Ethnic Madhesis living in the southern plains reject the new charter, calling it discriminatory. 2015-2016   More than 50 people killed during protests by the Madhesis demanding a unified homeland in their region. Activists block trade points with India leading to crippling fuel and medicine shortages. 2017, May-Sept.   First elections to local bodies in 20 years held. Lawmakers reject a government proposal to amend the constitution to meet some of the demands of the Madhesi minority. ",328,2054,1
"WASHINGTON (Reuters) - U.S. Representative Mark Meadows, chairman of the conservative House Freedom Caucus, said on Wednesday he is very encouraged by the negotiations with Republican leadership over a sweeping healthcare bill. “I’m very encouraged that we might be seeing some real headway,” Meadows told reporters before a caucus meeting. Earlier, a Freedom Caucus aide said more than 25 members of the group opposed the legislation to replace Obamacare, enough votes to sink the bill in Thursday’s scheduled vote. ",79,517,1
"BRUSSELS (Reuters) - The European Union’s executive has not been forewarned about a possible U.S. withdrawal from the global deal on fighting climate change, a spokeswoman said on Wednesday.  President Donald Trump will follow through on a campaign pledge to pull the United States out of a pact, a source briefed on the decision told Reuters, a move that promises to deepen a rift with U.S. allies. The executive European Commission said separately on Wednesday the 28-nation bloc was ready to take on global leadership should the United States pull out. ",91,556,1
"I know Patty and I are boycotting Macy s for dumping Donald Trump. It looks like thousands of Americans are also really sick and tired of all the pc actions taken by companies like Macy s. Boycott Macy s!Macy s is paying the price for sacking Donald Trump, because we ve learned thousands of customers are cutting up their Macy s credit card in protest.Sources connected to the department store tell TMZ, Macy s has received complaints from approximately 30,000 customers since ending its relationship with Trump nearly 2 weeks ago. We re told the store has been  inundated with complaints  from customers who believe the department store is unfairly punishing Trump for his views on immigration. Our sources say thousands of customers have vowed never to shop at Macy s again and many of them say they re cutting up their Macy s credit card to make a statement. We re told the complaints have come in various ways, including phone, Facebook and email. A Macy s spokesperson would only say,  Our Facebook page is often times used by our customers to express their feelings or points of view. Many times it does not correlate to any action. Read more: TMZ",202,1154,0
"Saturday morning, Trump was going through his usual routine of drinking six quarts of Red Bull while wistfully flipping through his Ivanka photo albums when a novel idea suddenly occurred to him. He raced to Twitter to let his eager followers know exactly what his plans were as the most powerful man in the world:Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened.  Donald J. Trump (@realDonaldTrump) October 21, 2017That s right! Donald Trump will finally be opening that presidential book hidden in the Library of Congress (and found by Nicolas Cage) that contains all of the secrets passed down from president to president across the ages to reveal what really happened to JFK.Just kidding! Despite the fact that he tried to make it sound like it was his idea, and happening only under his authority, it turns out that the  JFK FILES,  as he so loudly put it, were scheduled to be released no later than next Thursday, October 26, 2017. Coincidentally, that date is exactly 25 years to the day after the  President John F. Kennedy Assassination Records Collection Act of 1992  was passed by the 102nd Congress.Okay, I m kidding again. Democratic Senator and American hero John Glenn introduced the bill in July of that year   likely while production was wrapping up on Donald Trump s star cameo in the Hollywood blockbuster  Home Alone 2: Lost In New York. Especially relevant in the text of the bill is Section 2, which discusses the reasoning behind Senator Glenn s proposal of it.Isn t it weird, how Trump really emphasized the fact that the  JFK FILES  were  long blocked and classified  and that he was gonna do something about it? I mean, besides the fact that all he s actually doing is allowing an existing law to, uh, continue to exist and carry out as planned. No, what s weird is WHO  long blocked and classified  those files. John Glenn (who may or may not know the truth about the moon landing) was kind enough not to name the sitting president he was indicting in this bill for obstructing the files  release, but the math is pretty simple: From July to October of 1992, the entire time this bill was debated until its passage, the person referred to as  the executive branch  was former president (and even former-er CIA Chief) George H.W. Bush.A Republican. As usual.Anyway, thanks, Trumpykins! We really appreciate you, uh, not stopping this thing that was totally going to happen even if you d been hit by a meteor the day you admitted you were a sexual predator. I wonder how long the presidential records on all the crimes you ve committed since your inauguration will remain sealed.Featured image via Chris Kleponis (Pool)/Getty Images",472,2745,0
"MANILA (Reuters) - There is a  strong likelihood  Philippine President Rodrigo Duterte will lift a suspension on police from his war on drugs, his spokesman said on Thursday, a move likely to alarm activists who accuse police of committing murder under the guise of drug busts. Amid international concern over the staggering death toll and several killings of youngsters, President Rodrigo Duterte last month suspended police anti-narcotics operations for a second time and put the country s undermanned drugs enforcement agency, PDEA, in charge. Presidential spokesman Harry Roque reiterated Duterte s concern expressed last week that the drugs problem could intensify and gains might be lost with the Philippine National Police (PNP) sidelined.  A decision will soon be made,  Roque told a regular briefing.  That s the president s call. If he thinks it (the war on drugs) must be returned (to the PNP) then it must be, the PDEA has been given enough time.  He added:  Effectively he has manifested already a decision to return it to the PNP.  Close to 4,000 mostly urban poor Filipinos have been killed in what police say are anti-drug operations. Human rights groups and political opponents say executions of drug users and small-time peddlers have been widespread, but police insist those killed were all dealers who put up violent resistance. Police have rebuffed criticism and cite 117,000 arrests as proof that their policy is to preserve life. They also deny links to at least 2,000 mysterious street killings of drug users. Roque said Duterte knew the police had flaws and would not tolerate abuses, but he still believed in them.  He suspended police in January and reinstated them five weeks later, arguing that drugs were pouring back to the streets. It is unclear why he removed them again on Oct. 11. His directive was to  bring order  to the campaign, but in angry, at times incoherent speeches, he suggested he was trying to appease the international community. Duterte last week oversaw his biggest international summit yet but there was no known challenge from other leaders to his war on drugs, including from U.S. President Donald Trump. The volatile Duterte did, however, lash out afterwards about Canadian Prime Minister Justin Trudeau, calling it an  insult  that he should express his concern to him. Phelim Kine, deputy director of Human Rights Watch in Asia, said people should  brace for more bloodshed  and called again for a United Nations-led international investigation.  Until that happens, the number of victims denied justice and accountability will likely only continue to grow,  he wrote in a web posting. ",428,2643,1
"CHICAGO (Reuters) - A young Singaporean blogger who says he was persecuted for his political opinions in the Southeast Asian country was released on Tuesday from U.S. detention in Chicago after a federal immigration panel ruled in his favor.     The federal Board of Immigration Appeals upheld a March decision by a Chicago immigration judge granting asylum to Amos Yee, 18, who had been jailed twice in Singapore for social media postings critical of government officials, his attorneys said on Tuesday.  Now I can criticize the Singapore government without being sent to prison,  Yee told Reuters after his release.  Yee s trials in Singapore were closely watched by rights groups and the United Nations, and fueled debate in Singapore over censorship, the limits of free speech and political correctness. Yee had been in U.S. immigration detention since December 2016 when he arrived seeking asylum, according to Yee s attorney  Sandra Grossman. The court made its ruling on Sept. 21, but Grossman said she only learned of the outcome this week. The U.S. Department of Homeland Security, which opposed Yee s asylum application and argued the Singapore government had legitimately prosecuted him, could not be immediately reached.  The department could appeal the ruling to a circuit court but Grossman said she believed it was unlikely. Chicago immigration Judge Samuel Cole found Yee s prosecution, detention and treatment by Singapore authorities  constitute(s) persecution on account of Yee s political opinions.  Officials at Singapore s embassy in Washington could not be immediately reached for comment Tuesday. In March, the country s Ministry of Home Affairs issued a statement in which it quoted Yee s remarks against Muslims and Christians and noted Yee had pleaded guilty to charges against him. In September last year, Yee pleaded guilty to six charges of deliberately posting comments on the internet - in videos, blog posts and a picture - that were critical of Christianity and Islam. He was sentenced to six weeks in jail. In 2015, Yee was convicted on charges of harassment and insulting a religious group over comments he made about former premier Lee Kuan Yew and Christians soon after Lee s death. His sentence at the time amounted to four weeks in jail. The case now goes back to a Chicago immigration court to complete any security investigations or exams as part of the asylum process. ",391,2412,1
"WASHINGTON (Reuters) - The U.S. Senate voted along party lines on Tuesday to repeal a new Labor Department rule on retirement advice after a debate that stretched over the course of the day. The resolution, approved by a vote of 56 to 41, is a largely symbolic move that President Barack Obama has already threatened to veto. The House of Representatives passed a similar version last month. Obama’s administration in April released the rule setting a fiduciary standard for financial brokers who sell retirement products, requiring them to put clients’ best interests ahead of their own bottom lines. Tuesday’s arguments revolved around what is best for middle- and lower-income workers. Republicans, who control both chambers of Congress, say the rule will be expensive for brokers and force them to get rid of Main Street clients and small businesses that offer 401(k) plans. They also say the rule does not take into account existing regulations on financial advice.  Democrats say profit-hungry advisers have exploited middle- and lower-class workers by recommending retirement products that mostly serve to line their own pockets. Kicking off the debate, the most powerful Republican in the Senate, Kentucky’s Mitch McConnell, said blocking the rule would help “smaller savers.”  “I have sincere concerns about what this could mean for the ability of investment advisers to provide quality financial advice, but also for the ability of consumers to seek affordable retirement options,” he said. Nevada’s Harry Reid, the most powerful Democrat in the chamber, countered that there was nothing wrong with “a rule that would require investment advisers to act in the best interest of their investors.” One Republican, Georgia Senator Johnny Isakson, described the rule as “a solution in search of a problem,” while fellow party member Lamar Alexander of Tennessee said “we should call this the ‘Only the Rich Retire’ rule.” Democrat Cory Booker of New Jersey said the rule would allow people to “retire with dignity” and without worries that an “adviser will exploit you.” Fellow Democrat Patty Murray of Washington said: “Some financial advisers have lined their own pockets by steering clients toward complicated investments. Some have recommended that retirees make transactions that come with hidden fees. And some get commission when they sell a financial product, even if it doesn’t make sense for a client,” she said.  “We finally have a new protection that would right that wrong.”   ",394,2495,1
"A defector from North Korea is cautioning against underestimating Kim Jong Un when it comes to nuclear weapons   and he says President Donald Trump may be key to stopping him.Song Byeok escaped from the North in 2002 and currently resides in South Korea. In a new interview, he told The Independent the threat of nuclear war is real as long as Kim Jong-un is in power. I think Kim Jong Un could wage nuclear war if his power is threatened and that is why he needs to be removed as soon as possible,  he said.The 48-year-old defector used to create propaganda art for the regime, now he creates protest work.  AoLThese pictures show the inside of Pyongyang s 360ft deep metro system   that will double up as a nuclear bunker if war breaks out between North Korea and the US.Images show commuters using the world s deepest underground train system which includes two lines with a combined length of 18 miles beneath North Korea s capital.Construction work on the Pyongyang Metro started in 1968 and was inaugurated in 1973 by Kim Il Sung, the grandfather of current dictator Kim Jong-un.Watch this fascinating look into North Korea by photographer Andrew McLeod: And while it is usually busy with commuters, the depth of the subway system means citizens could also use it as a shelter should tensions between North Korea and America boil over into full-scale war.The trains are old carriages from Germany which were bought up by North Korea in 1999 as they were heading for the scrap heap. Pyongyang now claims the trains were built in North Korea, but despite attempts to conceal their origin, some old graffiti tags can be seen on the carriages.French photographer Eric Lafforgue captured these images during a trip to the hermit state and said there were only 17 stations on two lines.He said the fare was the equivalent of half a US cent  You have to validate your ticket at one of these automatic machines. But they did not work the day I visited. Instead, a train attendant checked was checking the tickets by hand.For entire story: Daily Mail ",355,2048,0
"Where s the accountably? As our President ramps up his gun control rhetoric in the U.S., we continue to see the fallout from of a botched government gun running program dubbed  Fast N  Furious.  How can this duplicitous President carry on about guns falling into the wrong hands in the U.S. while sending illegal guns over to Mexico to be used by drug lords against U.S. law enforcement and possibly against American civilians? A .50-caliber rifle found at Joaquin  El Chapo  Guzman s hideout in Mexico was funneled through the gun-smuggling investigation known as Fast and Furious, sources confirmed Tuesday to Fox News.A .50-caliber is a massive rifle that can stop a car, or as it was intended, take down a helicopter.After the raid on Jan. 8 in the city of Los Mochis that killed five of his men and wounded one Mexican marine, officials found a number of weapons inside the house Guzman was staying, including the rifle, officials said.When agents from the Bureau of Alcohol, Tobacco, Firearms and Explosives checked serial numbers of the eight weapons found in his possession, they found one of the two .50-caliber weapons traced back to the ATF program, sources said.Federal officials told Fox News they are not sure how many of the weapons seized from Guzman s house actually originated in the U.S. and where they were purchased, but are investigating.Out of the roughly 2,000 weapons sold through Fast and Furious, 34 were .50 caliber rifles that can take down a helicopter, according to officials.Federal law enforcement sources told Fox News that  El Chapo  would put his guardsmen on hilltops to be on guard for Mexican police helicopters that would fly through valleys conducting raids. The sole purpose of the guardsmen would be to shoot down those helicopters, sources said.The Fast and Furious operation involved federal agents allowing criminals to buy guns with the intention of tracking them.Instead, agents from the ATF lost track of 1,400 of the 2,000 guns involved in the sting operation.The operation allowed criminals to buy guns in Phoenix-area shops with the intention of tracking them once they made their way into Mexico.After years of legal battles between the House Oversight Committee and Attorney General Eric Holder, 64,280 redacted Operation Fast and Furious documents held under President Obama s assertion of executive privilege since 2012, have been turned over by the Department of Justice after an order from U.S. District Court Judge Amy Berman Jackson. When Eric Holder wants to know why he was the first Attorney General held in criminal contempt of Congress, he can read the judge s order that compelled the production of 64,280 pages that he and President Obama illegitimately and illegally withheld from Congress. Since these pages still do not represent the entire universe of the documents the House of Representatives is seeking related to the Justice Department s cover-up of the botched gun-walking scandal that contributed to the death of a Border Patrol agent, our court case will continue,  Chairman Darrell Issa said in a statement.  I am deeply concerned that some redactions to these documents may still be inappropriate and contrary to the judge s order in the case. These documents being turned over is long awaited confirmation from both DOJ and the White House that officials withheld 64,280 documents that do not, and never did, fall under President Obama s executive privilege claims. As a reminder, President Obama asserted executive privilege in this case just moments before Holder was voted in contempt of Congress in June 2012. The President and the Attorney General attempted to extend the scope of the Executive Privilege well beyond its historical boundaries to avoid disclosing documents that embarrass or otherwise implicate senior Obama Administration officials,  an Oversight Committee release states.  In effect, last night s production is an admission that the Justice Department never had legitimate grounds to withhold these documents in the first place. Approximately two-thirds of the universe of documents that the Justice Department withheld from Congress has now been shown to be well outside the scope of Executive Privilege. The operation became a major distraction for the Obama administration as Republicans in Congress conducted a series of inquiries into how the Justice Department allowed such an operation to happen.Former Attorney General Eric Holder was held in contempt after he refused to divulge documents for a congressional investigation into the matter.This is the third time a weapon from the Fast and Furious program has been found at a high-profile Mexican crime scene.Via: FOX News",751,4684,0
"While we re focused on the ridiculous Donald Trump tweets or the equally ridiculous Obamacare replacement bill, Republicans are debating a bill that would put us at the total mercy of corporations, no matter what they do.Currently, there are a few bills in the House and in the Senate, which are different, but identical in one way: They both strip us of our right to free speech, and, well, they do both put to rest the idea that Republicans are for the  free market. There s H.R. 985, the Fairness in Class Action Litigation Act that Rep. Bob Goodlatte (VA) introduced in early February.It would place a slew of new restrictions on class action lawsuits, like barring judges from certifying a class action where the lawyer representing the plaintiffs is in anyway related to anyone in that plaintiff class. Not just familial relations either; if the attorney has any sort of working relationship with a class member outside of that particular lawsuit, the case would be shut down.Source: ConsumeristThink about that for a moment. While corporations might have in-house council or their usual team of lawyers to represent them, we, as consumers, would not be allowed to work with an attorney that anyone in the class action suit had worked with, or had known, before. Since most consumers don t have an army of attorneys at their disposal, this gives a serious advantage to the corporations.Other bills introduced in recent weeks by GOP lawmakers seek to limit more specific types of legal claims. One piece of legislation could make it more difficult for victims of asbestos to collect their claim by imposing new paperwork requirements on the trusts administering these funds. Another bill would preempt state medical malpractice laws and cap non-financial damages at $250,000.Democrats, thankfully, are attempting to expand consumer rights.One bill, by our current hero Al Franken (D-MN), would allow us to sue corporations instead of being forced into arbitration   typically with the arbiter chosen by the corporation.Sen. Patrick Leahy (D-VT) has a similar bill, which would ensure that states follow state and federal laws.For example, Airbnb was recently able to compel arbitration in a lawsuit alleging violations of federal civil rights laws, and Wells Fargo is trying to sidestep a massive consumer fraud lawsuit by compelling the cases into arbitration. When Americans enter into agreements to obtain cellphone service, rent an apartment, or accept a new job, most are not made aware of the forced arbitration clauses that are tucked away in the legal fine print,  said Leahy.  But these dangerous provisions force us to abandon our Constitutional right to protect ourselves in court, and instead send hardworking Americans to face wealthy corporations behind closed-doors in private arbitration. While all of these binding arbitration and these restrictions on how complaints can be addressed are completely anti-consumer, the one that should be called a violation of our most basic rights to free speech are non-disclosure agreements, which even Republicans should object to. In fact, one Republican, former Fox host Gretchen Carlson, objects strongly, since she was a plaintiff in a sexual harassment suit against her former employer. Arbitration silences millions of other survivors who might have come forward if they knew they weren t alone,  said Carlson, who contends that this should not be a partisan issue:  Harassers come from all political parties. She s right and the party that favors the free market should agree. The only way a free market could even begin to work is if consumers have all the information that s available. By silencing consumers, we are not only violating the First Amendment rights, we are leaving it open for future consumers to be hurt in the exact same way.Silencing consumers in favor of corporations isn t exactly new, but it s a huge step toward fascism. Strengthening those laws aren t good for small businesses, and they are horrible for the consumer, and as with any fascist country, corporations are king.Featured image of Rep. Bob Goodlatte (R-VA) via Chip Somodevilla/Getty Images",669,4141,0
"Tucker Carlson debates the Russia conspiracy with Mustafa Tameez, former consultant for the Department of Homeland Security. Oh boy! It gets so heated but Tucker gets his point across to this political hack: https://www.youtube.com/watch?v=h4xzSKcArdcThe Democrats so desperately want to take down this president that it s getting out of control. Just listen to this  former consultant  and his spin on the firing of Sally Yates and the Russia investigation. The reason they fired her isn t really the reason they say they fired her? Huh? It s like they can t keep up with all of the made up conspiracy theories. Tameez claims Trump is intimidating the people investigating him Oy vey! Tucker goes off the rails after this political hack tries to pull the same Democrat talking points I m done!  ",132,796,0
"If there s one couple that Republicans love to attack, it s the Clintons. For decades, they have been under constant dubious scrutiny, more so than almost any other politician. Why? Because they have an incredible history of getting stuff done. Stuff their critics would rather not see be getting passed, and work they would rather not see being accomplished. If Republicans can successfully make a scandal of the Clintons to try to discredit all their accomplishments, that will help Republicans beat Hillary in 2016. It s political theater at its best and worst.Appearing on the campaign trail for this first time this election cycle in Nashua, New Hampshire, was former President Bill Clinton. If anyone can explain the exemplary work Hillary has done throughout her long career, it s Bill. And while many like to say Hillary changes her support with the wind of any popular idea, or copies other candidates, they clearly don t know the work she s done, and how she often set the precedent for not only knowing how to get the job done, but getting it done. This pattern of accomplishment began long before she even remotely thought about running for any sort of elected office.The former president explained that his wife was a minority as a woman among law students at Yale, and while she really could have done anything with her career, she decided to help children and the poor through her work with the Children s Defense Fund. He said: There she was at Yale Law School. She could have written her ticket to go anywhere she wanted all she was really interested in was providing legal services to poor people  She hadn t been elected to anything, but everything she touched became better. As TIME so perfectly summed up Clinton s remarks: He remembered that Hillary had helped found an early education program for immigrant children in Arkansas and that she has investigated the placement of African-American children in adult prisons in South Carolina.In another anecdote, Bill said that Hillary as First Lady worked on a bill to reform foster care policy in the late 1990s with Tom DeLay, then a leading Republican in the House of Representatives. This is all in addition to her later political work, like in helping get the Iran Deal passed, or her part in capturing and killing Osama bin Laden, or her countless hours mending relationships around the globe, all while keeping her cool under the most brutal fallacious condemnation.Clinton stated: I do not believe in my lifetime, anybody has run for this job at a moment of greater importance who was better qualified by knowledge, experience and temperament to do what needs to be done now. Her experience speaks volumes. Her calm under pressure is unmatched, and her ability to get people to come together to get the tough jobs done can be seen in the work she s accomplished.It s clear Bill is in this to win it for Hillary, and is focusing on what his wife has done instead of attacking opposition.It will be interesting to see what the rest of this fast approaching primary season will offer. Video: YouTube Featured image: Flickr",532,3095,0
"NEW YORK (Reuters) - Nearly a third of U.S. counties likely will be served by only one insurer that participates in an Affordable Care Act (ACA) marketplace in 2017, according to an analysis published on Sunday by the Kaiser Family Foundation. The 31 percent of U.S. counties that will have just a single option of insurers within the ACA’s exchanges would represent an increase from 7 percent this year, the nonpartisan group found. Despite sharing a namesake, the Kaiser Family Foundation is not associated with healthcare provider Kaiser Permanente. UnitedHealth Group Inc (UNH.N) and Aetna Inc (AET.N) have decided to largely exit government-run online marketplaces in 2017 that sell subsidized plans created under President Barack Obama’s national healthcare reform law, citing low enrollment and high service costs. The bulk of the decrease in counties with a choice of insurers is due to UnitedHealth’s pullback, which was announced in April. The data underscores the degree to which industry retrenchment is curtailing individual’s options within the marketplaces. Insurer departures may lead to higher costs within that market, analysts have said. One county - Pinal County in Arizona - risks having no insurer options at all within the marketplace, the analysis found. The study’s authors said another plan offered elsewhere in the state could expand to serve the county. The foundation said it could take more months and more data for the full impact of the changes for 2017 to become clear. “A number of steps remain before the full picture of this year’s Marketplace competition is known but the ACA has greatly expanded the insurance options available to consumers in the individual marketplace,” said Marjorie Connolly, a spokeswoman for the U.S. Department of Health and Human Services, in a statement. ",288,1819,1
HARARE (Reuters) - The leader of Zimbabwe s war veterans Chris Mutsvangwa said on Monday he would initiate court action to legalize the military action against President Robert Mugabe after the army seized power on Wednesday. The 93-year-old president defied expectations that he would resign in a national address on Sunday night during which he was flanked by military generals.  ,60,382,1
"America s so-called president held a rally in Melbourne, Florida, after just a few weeks into the job. Donald Trump spoke of the mess he has inherited (LOL) and of course, he lashed out at the media. This was Donald s campaign rally for 2020 and he s already been on vacation three times since taking the oath of office. His guest speakers were laughable, with one saying he s kept all of his campaign promises, including  draining the swamp. Trump promised to achieve his agenda despite the  lies, misrepresentations and false stories  thrown at him by the media. He said that without offering proof and the crowd ate it up. I want to speak to you without the filter of the fake news,  Trump said. The crowd, of course, erupted in cheers. The dishonest media, which has published one false story after another with no sources, even though they pretend they have them they make them up in many cases,  the scandal-plagued amateur president said.  They just don t want to report the truth. Many of our greatest presidents fought with the media and called them out,  Trump said while mentioning Thomas Jefferson, Andrew Jackson and Abraham Lincoln, according to The Hill. When the media lies to people, I will never, ever, let them get away with it. I will do whatever I can that they don t get away with it,  Trump said.  They have their own agenda and their agenda is not your agenda. But despite all their lies, misrepresentations and false stories they could not defeat us in the primaries or general election and we ll continue to expose them as what they are and most importantly we ll continue to win, win, win,  Trump continued. Do you think that one media group back there, that one network, will show this crowd? Not one, not one,  Trump declared. Meanwhile, at that very moment, CNN was panning the crowd. I ve ordered the construction of a Great Border Wall that will start very shortly,  Trump said at the adulation rally. The problem is, though, that Trump did not tell his supporters that we, the taxpayers, will be footing the bill, not Mexico. We are going to drain the swamp in Washington, DC,  he said. The crowd chanted  Drain the swamp, Drain the swamp!  Trump s gullible supporters did this after he already filled the swamp up with terrifying creatures.On Air Force One, Trump told reporters,  Life is a campaign. Making our country great again is a campaign. For me, it s a campaign. To make America great again is absolutely a campaign. It s not easy, especially when we re also fighting the press. According to the Melbourne Police, 9,000 people attended the campaign rally for the man who has already been elected.Photo by Chip Somodevilla/Getty Images.",470,2678,0
